procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56340752   2088 2541472    0    0     0     0 2438 2098 24  2 74  0  0 2021-07-24 07:49:06
 1  0      0 56340752   2088 2541476    0    0     0     0 2501 2212 25  2 74  0  0 2021-07-24 07:49:07
 1  0      0 56278512   2088 2541476    0    0     0     0 2028 1921 20  2 78  0  0 2021-07-24 07:49:08
 1  0      0 56349680   2088 2541476    0    0     0     0 2777 2386 25  2 73  0  0 2021-07-24 07:49:09
 1  0      0 56339856   2088 2541484    0    0     0     0 2527 2332 24  1 75  0  0 2021-07-24 07:49:10
 4  0      0 56338524   2088 2541484    0    0     0   204 2210 1961 24  1 75  0  0 2021-07-24 07:49:11
 1  0      0 56338700   2088 2541484    0    0     0    10 2481 2276 25  1 74  0  0 2021-07-24 07:49:12
 1  0      0 56333564   2088 2541484    0    0     0     0 1786 1728 18  1 81  0  0 2021-07-24 07:49:13
 1  0      0 56313404   2088 2541484    0    0     0     0 1525 1540 18  1 81  0  0 2021-07-24 07:49:14
 4  0      0 56312536   2088 2541484    0    0     0     0 2483 2149 26  2 72  0  0 2021-07-24 07:49:15
 1  0      0 56312544   2088 2541484    0    0     0     0 1902 1795 20  1 79  0  0 2021-07-24 07:49:16
 1  0      0 56344412   2088 2541484    0    0     0     0 2021 1875 20  2 78  0  0 2021-07-24 07:49:17
 2  0      0 56343672   2088 2541492    0    0     0     0 2817 2462 27  2 71  0  0 2021-07-24 07:49:18
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 56345448   2088 2541492    0    0     0     0 2976 2147 23  5 72  0  0 2021-07-24 07:49:19
 2  0      0 56345468   2088 2541500    0    0     0     0 2255 2067 21  1 78  0  0 2021-07-24 07:49:20
 1  0      0 56340884   2088 2541504    0    0     0     8 2458 2173 23  2 74  0  0 2021-07-24 07:49:21
 4  0      0 56340892   2088 2541504    0    0     0     0 2594 2314 26  1 73  0  0 2021-07-24 07:49:22
 4  0      0 56339488   2088 2541504    0    0     0     0 2550 2168 25  2 74  0  0 2021-07-24 07:49:23
 4  0      0 56362676   2088 2541508    0    0     0     0 2084 1893 20  2 77  0  0 2021-07-24 07:49:24
 1  0      0 56353756   2088 2541516    0    0     0     0 2675 2375 25  2 73  0  0 2021-07-24 07:49:25
 1  0      0 56338136   2088 2541516    0    0     0    52 2495 2207 26  1 73  0  0 2021-07-24 07:49:26
 1  0      0 56345452   2088 2541516    0    0     0     0 2402 2120 26  1 73  0  0 2021-07-24 07:49:27
 1  0      0 56371056   2088 2541516    0    0     0     0 1912 1777 21  1 77  0  0 2021-07-24 07:49:28
 1  0      0 56378496   2088 2541516    0    0     0     0 1849 1730 19  2 79  0  0 2021-07-24 07:49:29
 1  0      0 56332808   2088 2541516    0    0     0     0 1774 1711 19  1 80  0  0 2021-07-24 07:49:30
 4  0      0 56333308   2088 2541516    0    0     0    12 2421 2236 24  1 75  0  0 2021-07-24 07:49:31
 1  0      0 56369452   2088 2541516    0    0     0     0 1278 1371 16  0 84  0  0 2021-07-24 07:49:32
 2  0      0 56336156   2088 2541528    0    0     0    19 2735 2373 26  2 72  0  0 2021-07-24 07:49:33
 4  0      0 56336236   2088 2541528    0    0     0     0 2509 2096 23  4 73  0  0 2021-07-24 07:49:34
 2  0      0 56336116   2088 2541528    0    0     0     0 2945 2252 26  2 72  0  0 2021-07-24 07:49:35
 4  0      0 56336488   2088 2541532    0    0     0     0 2400 2113 24  1 74  0  0 2021-07-24 07:49:36
 1  0      0 56334620   2088 2541536    0    0     0    12 2534 2152 24  2 74  0  0 2021-07-24 07:49:37
 4  0      0 56334468   2088 2541536    0    0     0     0 2573 2294 25  1 74  0  0 2021-07-24 07:49:38
 1  0      0 56334104   2088 2541536    0    0     0     0 2381 2097 23  2 75  0  0 2021-07-24 07:49:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 56361388   2088 2541536    0    0     0     0 2269 1982 23  2 75  0  0 2021-07-24 07:49:40
 1  0      0 56353084   2088 2541544    0    0     0     0 2626 2254 25  2 73  0  0 2021-07-24 07:49:41
 4  0      0 56340812   2088 2541544    0    0     0   113 2204 2053 22  2 76  0  0 2021-07-24 07:49:42
 1  0      0 56339940   2088 2541544    0    0     0     0 2573 2277 25  2 73  0  0 2021-07-24 07:49:43
 1  0      0 56321964   2088 2541544    0    0     0     0 1693 1760 17  1 82  0  0 2021-07-24 07:49:44
 1  0      0 56316384   2088 2541544    0    0     0     0 1670 1618 17  1 81  0  0 2021-07-24 07:49:45
 1  0      0 56315892   2088 2541544    0    0     0     0 2201 2006 23  1 76  0  0 2021-07-24 07:49:46
 1  0      0 56315764   2088 2541552    0    0     0     0 2288 2105 22  1 77  0  0 2021-07-24 07:49:47
 4  0      0 56367520   2088 2541556    0    0     0     0 1965 1778 18  2 80  0  0 2021-07-24 07:49:48
 4  0      0 56335412   2088 2541556    0    0     0     0 2599 2260 25  2 73  0  0 2021-07-24 07:49:49
 4  0      0 56335164   2088 2541560    0    0     0     0 2678 2246 27  3 70  0  0 2021-07-24 07:49:50
 1  0      0 56334132   2088 2541560    0    0     0     0 3043 2299 26  2 72  0  0 2021-07-24 07:49:51
 1  0      0 56333956   2088 2541560    0    0     0   208 2367 2096 23  1 75  0  0 2021-07-24 07:49:52
 4  0      0 56334208   2088 2541560    0    0     0     0 2411 2103 24  3 74  0  0 2021-07-24 07:49:53
 2  0      0 56333840   2088 2541560    0    0     0     0 2599 2237 24  3 73  0  0 2021-07-24 07:49:54
 1  0      0 56334216   2088 2541568    0    0     0     0 2327 2056 23  2 76  0  0 2021-07-24 07:49:55
 1  0      0 56347612   2088 2541568    0    0     0     0 2414 2127 24  2 74  0  0 2021-07-24 07:49:56
 1  0      0 56340128   2088 2541568    0    0     0    12 2413 2177 23  1 76  0  0 2021-07-24 07:49:57
 4  0      0 56338692   2088 2541568    0    0     0     0 2342 2100 24  1 74  0  0 2021-07-24 07:49:58
 1  0      0 56339312   2088 2541568    0    0     0     0 2622 2296 27  1 72  0  0 2021-07-24 07:49:59
 1  0      0 56322072   2088 2541568    0    0     0     0 1926 1779 20  2 78  0  0 2021-07-24 07:50:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
